4.94375, 19.9619140625, 3
4.977272796630859, 24.981671142578126, 3
4.977272796630859, 29.981671142578126, 3
4.977272796630859, 34.98167114257812, 3
5.027272796630859, 40.018035888671875, 3
4.927272796630859, 44.96803588867188, 3
4.977272796630859, 50.06803588867187, 3
5.027272796630859, 54.90894317626953, 3
4.977272796630859, 60.00894317626953, 3
4.975, 65.05, 3
5.025, 69.95, 3
8.975, 19.95, 8
9.025, 25.05, 8
9.075, 30, 8
9.025, 34.95, 8
9.025, 40.05, 8
8.975, 44.95, 8
8.975, 50, 8
9.075, 54.95, 8
9.025, 60, 8
9.025, 65.05, 8
9.075, 69.95, 8
4.975, 75, 3
9.025, 74.95, 3
4.975, 72.4, 3
7.075, 74.95, 3
13.975, 74.95, 3
19.025, 74.95, 3
14.025, 70, 8
19.025, 70.05, 8
28.925, 75, 3
21.975, 74, 3
23.925, 72, 3
25.875, 70, 3
27.925, 72, 3
20.925, 68.95, 8
22.975, 67, 8
25.975, 65.9, 8
29.075, 66.9, 8
30.975, 70, 8
31.025, 74.95, 3
34.975, 74.95, 3
34.975, 70, 8
38.925, 73.9, 3
42.025, 71, 3
40.925, 68, 3
37.975, 65, 3
36.925, 70, 8
36.025, 67.95, 8
32.975, 65, 8
34.925, 62, 3
31.942857360839845, 59.02857666015625, 3
28.992857360839842, 56.02857666015625, 3
25.992857360839842, 53.02857666015625, 3
29.942857360839845, 62.02857666015625, 8
27.042857360839843, 59.02857666015625, 8
23.942857360839845, 56.07857666015625, 8
20.94375, 53.0494140625, 8
23.09375, 49.9994140625, 3
18.975, 50.05, 8
22.075, 48, 3
17.975, 47.05, 8
20.975, 45.95, 3
16.925, 44.05, 8
15.975, 41.05, 8
14.975, 38, 8
13.975, 35.05, 8
12.975, 32.05, 8
19.925, 43.05, 3
19.025, 40.05, 3
18.025, 37.05, 3
16.975, 34, 3
15.975, 31.1, 3
12.964286041259765, 27.000006103515624, 8
12.964286041259765, 29.400006103515626, 8
15.964286041259765, 26.950006103515626, 8
17.014286041259766, 30.04285888671875, 3
18.014286041259766, 27.007147216796874, 8
20.964286041259765, 27.007147216796874, 8
19.014286041259766, 30.09285888671875, 3
20.914286041259764, 29.94285888671875, 3
24.875, 26.95, 8
24.925, 29.95, 3
29.025, 26.95, 8
29.025, 30, 3
32.975, 29, 3
35.925, 26, 3
37.86818237304688, 23.040765380859376, 3
30.968182373046876, 25.990765380859376, 8
32.86818237304688, 23.990765380859376, 8
33.96818237304687, 21.990765380859376, 8
37.95909118652344, 19.96348876953125, 3
36.96428604125977, 17.04285888671875, 3
34.96428604125977, 14.04285888671875, 3
32.94000015258789, 11.039996337890624, 3
29.940000152587892, 10.089996337890625, 3
25.99000015258789, 9.089996337890625, 3
21.940000152587892, 9.089996337890625, 3
17.940000152587892, 8.939996337890625, 3
13.990000152587891, 9.989996337890625, 3
10.94000015258789, 11.989996337890625, 3
5.990000152587891, 18.039996337890624, 3
7.840000152587891, 16.039996337890624, 3
9.740000152587891, 14.039996337890624, 3
10.84000015258789, 17.95999755859375, 8
12.04000015258789, 15.95999755859375, 8
13.740000152587891, 14.05999755859375, 8
16.89000015258789, 13.05999755859375, 8
21.940000152587892, 13.00999755859375, 8
25.99000015258789, 12.95999755859375, 8
28.940000152587892, 14.05999755859375, 8
31.09000015258789, 16.00999755859375, 8
32.94000015258789, 17.95999755859375, 8
33.94000015258789, 19.95999755859375, 8
4.966665649414063, 22, 3
9.016665649414062, 22, 8
4.937890625, 45.974609375, 5
8.987890625, 46.074609375, 5
4.837890625, 43.974609375, 5
9.037890625, 43.974609375, 5
